time_sec	flow
15.457	0.241043583
15.461	0.248219594
15.465	0.24610208
15.469	0.245043322
15.473	0.255277961
15.477	0.261395246
15.481	0.265983194
15.485	0.272453368
15.489	0.271865159
15.493	0.274806142
15.497	0.281982183
15.501	0.289040536
15.505	0.289393455
15.509	0.291510969
15.513	0.284687877
15.517	0.282335103
15.521	0.294216692
15.525	0.297981143
15.529	0.29915756
15.533	0.302098542
15.537	0.30292201
15.541	0.298569351
15.545	0.310098052
15.549	0.314215422
15.553	0.314450711
15.557	0.317038774
15.561	0.314685971
15.565	0.325744122
15.569	0.322214931
15.573	0.329038024
15.577	0.323038399
15.581	0.317274064
15.585	0.323508948
15.589	0.325744122
15.593	0.327155769
15.597	0.33468473
15.601	0.332214296
15.605	0.336566955
15.609	0.343978256
15.613	0.350918978
15.617	0.347036868
15.621	0.3503308
15.625	0.348330915
15.629	0.347036868
15.633	0.341390163
15.637	0.345625192
15.641	0.343154758
15.645	0.345860481
15.649	0.344566435
15.653	0.349624962
15.657	0.350683719
15.661	0.357153893
15.665	0.367976725
15.669	0.364447534
15.673	0.366565049
15.677	0.362565309
15.681	0.351977736
15.685	0.356918603
15.689	0.361859471
15.693	0.360918343
15.697	0.35833028
15.701	0.36209476
15.705	0.365623951
15.709	0.369506061
15.713	0.376446784
15.717	0.376564413
15.721	0.375388026
15.725	0.370917708
15.729	0.374446899
15.733	0.365035743
15.737	0.362447679
15.741	0.365506291
15.745	0.36209476
15.749	0.361859471
15.753	0.363035858
15.757	0.361624181
15.761	0.36209476
15.765	0.372917593
15.769	0.375740945
15.773	0.374682188
15.777	0.378329009
15.781	0.36997661
15.785	0.367270887
15.789	0.365271032
15.793	0.360212505
15.797	0.355271637
15.801	0.359036118
15.805	0.353036493
15.809	0.362447679
15.813	0.360330164
15.817	0.370329529
15.821	0.366329789
15.825	0.363859355
15.829	0.364918113
15.833	0.369623691
15.837	0.368800223
15.841	0.378446668
15.845	0.37409398
15.849	0.372447044
15.853	0.373623431
15.857	0.379270136
15.861	0.379270136
15.865	0.377152622
15.869	0.3818582
15.873	0.374799818
15.877	0.372329384
15.881	0.38562268
15.885	0.387269616
15.889	0.386446148
15.893	0.393033981
15.897	0.39373982
15.901	0.389387131
15.905	0.398210108
15.909	0.397739559
15.913	0.398327768
15.917	0.402092218
15.921	0.394916207
15.925	0.398210108
15.929	0.402562767
15.933	0.408680052
15.937	0.408680052
15.941	0.412209243
15.945	0.404209733
15.949	0.403503895
15.953	0.400445253
15.957	0.408915311
15.961	0.401856929
15.965	0.398915946
15.969	0.40126875
15.973	0.394327998
15.977	0.399974704
15.981	0.403386265
15.985	0.400562912
15.989	0.408797681
15.993	0.405033201
15.997	0.412209243
16.001	0.412562162
16.005	0.412562162
16.009	0.42126748
16.013	0.415385485
16.017	0.411621034
16.021	0.420914561
16.025	0.416208982
16.029	0.423737913
16.033	0.429384619
16.037	0.424796671
16.041	0.423973203
16.045	0.430208087
16.049	0.431149215
16.053	0.436443001
16.057	0.432678521
16.061	0.43303144
16.065	0.424796671
16.069	0.42103219
16.073	0.421620399
16.077	0.411503404
16.081	0.411738664
16.085	0.40538612
16.089	0.408915311
16.093	0.419738173
16.097	0.427384734
16.101	0.445501238
16.105	0.445501238
16.109	0.464676499
16.113	0.478322685
16.117	0.484557599
16.121	0.489498466
16.125	0.494204044
16.129	0.48420468
16.133	0.476675749
16.137	0.46820569
16.141	0.447501123
16.145	0.432207972
16.149	0.415620774
16.153	0.398445398
16.157	0.375858575
16.161	0.368094385
16.165	0.352213025
16.169	0.353624701
16.173	0.361859471
16.177	0.368800223
16.181	0.373388141
16.185	0.38562268
16.189	0.392092854
16.193	0.403268605
16.197	0.404797941
16.201	0.403856814
16.205	0.406091958
16.209	0.403386265
16.213	0.406680167
16.217	0.411385745
16.221	0.406797796
16.225	0.422443867
16.229	0.426678896
16.233	0.435031325
16.237	0.458559245
16.241	0.459970921
16.245	0.466441095
16.249	0.473499477
16.253	0.465147048
16.257	0.466911644
16.261	0.458323956
16.265	0.462088436
16.269	0.451971412
16.273	0.439736903
16.277	0.440442741
16.281	0.42503196
16.285	0.423149705
16.289	0.427267104
16.293	0.419620514
16.297	0.42114985
16.301	0.416326612
16.305	0.419738173
16.309	0.411738664
16.313	0.408680052
16.317	0.405856699
16.321	0.395622045
16.325	0.390563548
16.329	0.397033721
16.333	0.380564183
16.337	0.387975454
16.341	0.395386755
16.345	0.400680542
16.349	0.41738537
16.353	0.434207827
16.357	0.431502134
16.361	0.442795515
16.365	0.437266469
16.369	0.450912654
16.373	0.448206961
16.377	0.445618868
16.381	0.439501613
16.385	0.431619763
16.389	0.427384734
16.393	0.430090457
16.397	0.427267104
16.401	0.423620284
16.405	0.423737913
16.409	0.413973808
16.413	0.41715008
16.417	0.40938589
16.421	0.407621294
16.425	0.395974964
16.429	0.383858085
16.433	0.379505426
16.437	0.36585921
16.441	0.371505916
16.445	0.374917477
16.449	0.366800338
16.453	0.37009424
16.457	0.363388777
16.461	0.354801089
16.465	0.349272043
16.469	0.348095626
16.473	0.33844918
16.477	0.333390683
16.481	0.333743602
16.485	0.341978371
16.489	0.349389672
16.493	0.362682939
16.497	0.363741696
16.501	0.365388662
16.505	0.373505801
16.509	0.383034617
16.513	0.385034472
16.517	0.397974849
16.521	0.3933869
16.525	0.388328373
16.529	0.382916957
16.533	0.387975454
16.537	0.38162294
16.541	0.379387766
16.545	0.360565424
16.549	0.34644869
16.553	0.325861752
16.557	0.317274064
16.561	0.304568976
16.565	0.283629119
16.569	0.266924292
16.573	0.243396372
16.577	0.230926573
16.581	0.216221616
16.585	0.21245715
16.589	0.192223132
16.593	0.172224402
16.597	0.167754099
16.601	0.148578838
16.605	0.155754864
16.609	0.153754979
16.613	0.157401815
16.617	0.154460818
16.621	0.160225168
16.625	0.165518939
16.629	0.161166281
16.633	0.167754099
16.637	0.165871859
16.641	0.156578332
16.645	0.168107018
16.649	0.153754979
16.653	0.159872249
16.657	0.150578707
16.661	0.150931627
16.665	0.140461713
16.669	0.1279919
16.673	0.113992795
16.677	0.102346472
16.681	0.078700908
16.685	0.066936947
16.689	0.048820443
16.693	0.022351528
16.697	-0.008940611
16.701	-0.028468788
16.705	-0.061878439
16.709	-0.066936947
16.713	-0.081994817
16.717	-0.099405482
16.721	-0.112463474
16.725	-0.126933143
16.729	-0.143285051
16.733	-0.146931887
16.737	-0.16516602
16.741	-0.175753593
16.745	-0.192458421
16.749	-0.203398898
16.753	-0.215515777
16.757	-0.229279622
16.761	-0.235161602
16.765	-0.239631906
16.769	-0.245278612
16.773	-0.235279247
16.777	-0.240337744
16.781	-0.238337874
16.785	-0.23422049
16.789	-0.244808048
16.793	-0.23633799
16.797	-0.245866805
16.801	-0.245513886
16.805	-0.252689898
16.809	-0.267394871
16.813	-0.274806142
16.817	-0.290099293
16.821	-0.303863138
16.825	-0.304216057
16.829	-0.318450451
16.833	-0.33056733
16.837	-0.332214296
16.841	-0.348448545
16.845	-0.352801234
16.849	-0.356448054
16.853	-0.35809499
16.857	-0.36209476
16.861	-0.368564934
16.865	-0.372917593
16.869	-0.379740685
16.873	-0.385269761
16.877	-0.386446148
16.881	-0.38574031
16.885	-0.397857189
16.889	-0.396798432
16.893	-0.397857189
16.897	-0.401974589
16.901	-0.396680802
16.905	-0.390445888
16.909	-0.396210253
16.913	-0.387034357
16.917	-0.381152362
16.921	-0.381975859
16.925	-0.37397635
16.929	-0.370211869
16.933	-0.36997661
16.937	-0.371623546
16.941	-0.369741321
16.945	-0.366917968
16.949	-0.377387911
16.953	-0.378211379
16.957	-0.383505166
16.961	-0.397739559
16.965	-0.399033576
16.969	-0.403856814
16.973	-0.419620514
16.977	-0.422090948
16.981	-0.426090717
16.985	-0.439854532
16.989	-0.438207597
16.993	-0.441030949
16.997	-0.451147944
17.001	-0.447148204
17.005	-0.45267725
17.009	-0.447501123
17.013	-0.449971557
17.017	-0.447618753
17.021	-0.443030804
17.025	-0.44067803
17.029	-0.432325602
17.033	-0.419149965
17.037	-0.416091323
17.041	-0.411503404
17.045	-0.399386495
17.049	-0.399857074
17.053	-0.386681437
17.057	-0.376682073
17.061	-0.380681813
17.065	-0.379505426
17.069	-0.374446899
17.073	-0.385387391
17.077	-0.376682073
17.081	-0.379858345
17.085	-0.388328373
17.089	-0.390445888
17.093	-0.394680917
17.097	-0.3933869
17.101	-0.396445513
17.105	-0.394210368
17.109	-0.397739559
17.113	-0.396798432
17.117	-0.407150716
17.121	-0.399974704
17.125	-0.404562652
17.129	-0.407386005
17.133	-0.405856699
17.137	-0.404915571
17.141	-0.406915456
17.145	-0.400327623
17.149	-0.395269126
17.153	-0.401739299
17.157	-0.392681062
17.161	-0.386210859
17.165	-0.392328143
17.169	-0.372917593
17.173	-0.374446899
17.177	-0.371976465
17.181	-0.362918228
17.185	-0.363859355
17.189	-0.356330395
17.193	-0.355506927
17.197	-0.357389152
17.201	-0.347036868
17.205	-0.351860106
17.209	-0.344331175
17.213	-0.339155018
17.217	-0.340801984
17.221	-0.327743977
17.225	-0.323744237
17.229	-0.325979382
17.233	-0.326097012
17.237	-0.329390943
17.241	-0.341154903
17.245	-0.345389932
17.249	-0.346801609
17.253	-0.353154153
17.257	-0.359506667
17.261	-0.355389297
17.265	-0.353977621
17.269	-0.349272043
17.273	-0.344331175
17.277	-0.338684469
17.281	-0.345272273
17.285	-0.337978631
17.289	-0.337861001
17.293	-0.343154758
17.297	-0.335272908
17.301	-0.337508082
17.305	-0.339390308
17.309	-0.329743862
17.313	-0.326449931
17.317	-0.319156289
17.321	-0.313627213
17.325	-0.306686491
17.329	-0.296334207
17.333	-0.288217068
17.337	-0.287746519
17.341	-0.277864784
17.345	-0.285393715
17.349	-0.278452992
17.353	-0.26386568
17.357	-0.265747905
17.361	-0.25586617
17.365	-0.254101574
17.369	-0.263395101
17.373	-0.262924552
17.377	-0.268100679
17.381	-0.278100073
17.385	-0.281629264
17.389	-0.280688137
17.393	-0.29515782
17.397	-0.281746894
17.401	-0.284217328
17.405	-0.28715831
17.409	-0.285393715
17.413	-0.281276345
17.417	-0.28715831
17.421	-0.282217443
17.425	-0.294334322
17.429	-0.286334842
17.433	-0.299510479
17.437	-0.288334697
17.441	-0.289628744
17.445	-0.278688252
17.449	-0.278805912
17.453	-0.262454003
17.457	-0.262924552
17.461	-0.258807153
17.465	-0.249513641
17.469	-0.246337369
17.473	-0.242572904
17.477	-0.219633177
17.481	-0.214104101
17.485	-0.206810445
17.489	-0.195752323
17.493	-0.195399404
17.497	-0.19292897
17.501	-0.193987727
17.505	-0.189870343
17.509	-0.195164129
17.513	-0.192576051
17.517	-0.189870343
17.521	-0.18704699
17.525	-0.188105747
17.529	-0.182459056
17.533	-0.188105747
17.537	-0.190693825
17.541	-0.188811585
17.545	-0.184223652
17.549	-0.193046615
17.553	-0.189635068
17.557	-0.19681108
17.561	-0.202457786
17.565	-0.197281644
17.569	-0.189164504
17.573	-0.189046875
17.577	-0.182459056
17.581	-0.176106513
17.585	-0.177282915
17.589	-0.174812481
17.593	-0.16316615
17.597	-0.168107018
17.601	-0.165871859
17.605	-0.165518939
17.609	-0.166342422
17.613	-0.160813361
17.617	-0.157637089
17.621	-0.150813997
17.625	-0.164460182
17.629	-0.167636454
17.633	-0.172577322
17.637	-0.176929995
17.641	-0.171048
17.645	-0.174930111
17.649	-0.166107148
17.653	-0.180576816
17.657	-0.172342047
17.661	-0.174930111
17.665	-0.176106513
17.669	-0.176929995
17.673	-0.172930241
17.677	-0.189164504
17.681	-0.180341542
17.685	-0.189870343
17.689	-0.186105877
17.693	-0.177871108
17.697	-0.180341542
17.701	-0.174341917
17.705	-0.175988868
17.709	-0.173047885
17.713	-0.165048391
17.717	-0.162225038
17.721	-0.155401945
17.725	-0.159989879
17.729	-0.159754604
17.733	-0.15140219
17.737	-0.149872869
17.741	-0.142226294
17.745	-0.142461583
17.749	-0.139167666
17.753	-0.141402826
17.757	-0.13575612
17.761	-0.135520846
17.765	-0.135638475
17.769	-0.143049777
17.773	-0.128580108
17.777	-0.135050282
17.781	-0.12493328
17.785	-0.125050917
17.789	-0.125403836
17.793	-0.1258744
17.797	-0.11811018
17.801	-0.127638981
17.805	-0.122933403
17.809	-0.13375625
17.813	-0.131168172
17.817	-0.132932767
17.821	-0.132579848
17.825	-0.125639111
17.829	-0.130815253
17.833	-0.133285686
17.837	-0.127638981
17.841	-0.135403201
17.845	-0.13763836
17.849	-0.133168057
17.853	-0.138579473
17.857	-0.132226929
17.861	-0.122227564
17.865	-0.127050787
17.869	-0.119286574
17.873	-0.113639876
17.877	-0.10928721
17.881	-0.099993676
17.885	-0.097876161
17.889	-0.091405988
17.893	-0.095405735
17.897	-0.0923471
17.901	-0.080347858
17.905	-0.08446525
17.909	-0.078700908
17.913	-0.078347988
17.917	-0.079171464
17.921	-0.079877302
17.925	-0.078465626
17.929	-0.073524766
17.933	-0.088700272
17.937	-0.089876667
17.941	-0.095993929
17.945	-0.094346978
17.949	-0.093994059
17.953	-0.082347736
17.957	-0.094582252
17.961	-0.091641262
17.965	-0.090935424
17.969	-0.088582635
17.973	-0.087053321
17.977	-0.078347988
17.981	-0.090817787
17.985	-0.093405858
17.989	-0.088347353
17.993	-0.081524253
17.997	-0.079759665
18.001	-0.076230474
18.005	-0.081759535
18.009	-0.084347606
18.013	-0.081641898
18.017	-0.07470116
18.021	-0.076230474
18.025	-0.078700908
18.029	-0.076348111
18.033	-0.076230474
18.037	-0.071524888
18.041	-0.064348869
18.045	-0.070936687
18.049	-0.075171717
18.053	-0.073642403
18.057	-0.079406746
18.061	-0.070348494
18.065	-0.067172222
18.069	-0.074230604
18.073	-0.075995192
18.077	-0.078936182
18.081	-0.081994817
18.085	-0.08352413
18.089	-0.086229838
18.093	-0.092817657
18.097	-0.098111443
18.101	-0.103522867
18.105	-0.086347483
18.109	-0.091170706
18.113	-0.083406493
18.117	-0.085524
18.121	-0.090464868
18.125	-0.086818039
18.129	-0.077524513
18.133	-0.078465626
18.137	-0.080347858
18.141	-0.089876667
18.145	-0.090935424
18.149	-0.099287838
18.153	-0.093405858
18.157	-0.090111949
18.161	-0.092700019
18.165	-0.089994311
18.169	-0.087523878
18.173	-0.083053574
18.177	-0.080230221
18.181	-0.067289859
18.185	-0.071407251
18.189	-0.070583776
18.193	-0.065172352
18.197	-0.076936312
18.201	-0.075642273
18.205	-0.081994817
18.209	-0.077289231
18.213	-0.086700402
18.217	-0.083759412
18.221	-0.093994059
18.225	-0.099170201
18.229	-0.096817404
18.233	-0.093876414
18.237	-0.08775916
18.241	-0.087994434
18.245	-0.091053069
18.249	-0.096346848
18.253	-0.100817151
18.257	-0.096346848
18.261	-0.09528809
18.265	-0.098582
18.269	-0.093758777
18.273	-0.089170828
18.277	-0.09070015
18.281	-0.079877302
18.285	-0.067525141
18.289	-0.072113089
18.293	-0.06399595
18.297	-0.065054707
18.301	-0.068936817
18.305	-0.063760675
18.309	-0.062113721
18.313	-0.062701918
18.317	-0.063172475
18.321	-0.067054585
18.325	-0.057408135
18.329	-0.070230857
18.333	-0.060231484
18.337	-0.061760802
18.341	-0.063172475
18.345	-0.064348869
18.349	-0.051055595
18.353	-0.062231358
18.357	-0.059760928
18.361	-0.052820191
18.365	-0.064819433
18.369	-0.059760928
18.373	-0.05905509
18.377	-0.063643031
18.381	-0.065054707
18.385	-0.062231358
18.389	-0.054231863
18.393	-0.056584656
18.397	-0.047291126
18.401	-0.046467651
18.405	-0.050702676
18.409	-0.050349757
18.413	-0.039644551
18.417	-0.045997091
18.421	-0.035174247
18.425	-0.041997343
18.429	-0.039762191
18.433	-0.04293846
18.437	-0.036938842
18.441	-0.036468282
18.445	-0.035291888
18.449	-0.037409399
18.453	-0.0311745
18.457	-0.042585541
18.461	-0.035880085
18.465	-0.038585797
18.469	-0.045879453
18.473	-0.053526025
18.477	-0.045408893
18.481	-0.049055722
18.485	-0.038585797
18.489	-0.031409778
18.493	-0.040703308
18.497	-0.038232878
18.501	-0.039762191
18.505	-0.042232625
18.509	-0.03999747
18.513	-0.038350515
18.517	-0.040820949
18.521	-0.046702929
18.525	-0.042232625
18.529	-0.040115111
18.533	-0.036115363
18.537	-0.03364493
18.541	-0.033056732
18.545	-0.038585797
18.549	-0.04046803
18.553	-0.029880464
18.557	-0.026939472
18.561	-0.019292898
18.565	-0.019645816
18.569	-0.021998608
18.573	-0.02152805
18.577	-0.015881348
18.581	-0.008117134
18.585	-0.00611726
18.589	-0.005764341
18.593	-0.010705206
18.597	-0.011646322
18.601	-0.020939853
18.605	-0.012587439
18.609	-0.022351528
18.613	-0.019292898
18.617	-0.011999241
18.621	-0.019763457
18.625	-0.013999115
18.629	-0.011763962
18.633	-0.018469421
18.637	-0.01235216
18.641	-0.01235216
18.645	-0.012587439
18.649	-0.014116755
18.653	-0.016234268
18.657	-0.016469548
18.661	-0.022233889
18.665	-0.019057618
18.669	-0.020234015
18.673	-0.022116249
18.677	-0.019292898
18.681	-0.019410538
18.685	-0.017528303
18.689	-0.019881096
18.693	-0.019175258
18.697	-0.018704699
18.701	-0.017175384
18.705	-0.007881855
18.709	-0.004587945
18.713	-0.010587566
18.717	-0.003646828
18.721	-0.003529189
18.725	-0.005881981
18.729	0.003411549
18.733	0.007528936
18.737	0.005881981
18.741	0.016351907
18.745	0.014352034
18.749	0.013881475
18.753	0.01552843
18.757	0.01858706
18.761	0.019057618
18.765	0.023175005
18.769	0.03376257
18.773	0.035174247
18.777	0.044350136
18.781	0.056349378
18.785	0.056467019
18.789	0.067289859
18.793	0.065054707
18.797	0.085876919
18.801	0.080230221
18.805	0.085053444
18.809	0.085524
18.813	0.083641768
18.817	0.084582888
18.821	0.094817534
18.825	0.082935929
18.829	0.083994687
18.833	0.079406746
18.837	0.078465626
18.841	0.078583263
18.845	0.079759665
18.849	0.078936182
18.853	0.070936687
18.857	0.062701918
18.861	0.061878439
18.865	0.055408262
18.869	0.051526155
18.873	0.048467524
18.877	0.038232878
18.881	0.03093922
18.885	0.032586176
18.889	0.033292014
18.893	0.035527166
18.897	0.03411549
18.901	0.036468282
18.905	0.021645689
18.909	0.027292391
18.913	0.02152805
18.917	0.01858706
18.921	0.026586555
18.925	0.017057745
18.929	0.016704826
18.933	0.009999367
18.937	0.016940106
18.941	0.012469799
18.945	0.020586934
18.949	0.020939853
18.953	0.021645689
18.957	0.023175005
18.961	0.02823351
18.965	0.026233636
18.969	0.032233257
18.973	0.020939853
18.977	0.025292518
18.981	0.012940358
18.985	0.01858706
18.989	0.024116121
18.993	0.022704447
18.997	0.021645689
19.001	0.02176333
19.005	0.009764088
19.009	0.015998987
19.013	0.023763204
19.017	0.013175637
19.021	0.018234141
19.025	0.00929353
19.029	0.008352413
19.033	0.006705458
19.037	0.007411296
19.041	-0.000470558
19.045	-0.002235153
19.049	0.000588198
19.053	-0.006587819
19.057	0.001058757
19.061	0.004117387
19.065	0
19.069	0.00011764
19.073	-0.002117513
19.077	-0.000941117
19.081	0.005293783
19.085	0.001529315
19.089	0.003293909
19.093	0.001529315
19.097	-0.001646955
19.101	0.01235216
19.105	0.019175258
19.109	0.017881222
19.113	0.023998482
19.117	0.020939853
19.121	0.013410917
19.125	0.018939979
19.129	0.022469167
19.133	0.009646449
19.137	0.017645944
19.141	0.009999367
19.145	0.014704953
19.149	0.013881475
19.153	0.019763457
19.157	0.011175764
19.161	0.007764215
19.165	0.016234268
19.169	0.016587187
19.173	0.023410285
19.177	0.025763078
19.181	0.027057113
19.185	0.016116628
19.189	0.025057239
19.193	0.027410032
19.197	0.028586427
19.201	0.02823351
19.205	0.02470432
19.209	0.017881222
19.213	0.022939727
19.217	0.029174626
19.221	0.032703813
19.225	0.034938969
19.229	0.032350894
19.233	0.041291505
19.237	0.041762065
19.241	0.0561141
19.245	0.068466261
19.249	0.067289859
19.253	0.075289354
19.257	0.07376004
19.261	0.067289859
19.265	0.073407121
19.269	0.072936565
19.273	0.081641898
19.277	0.082230091
19.281	0.083053574
19.285	0.085994564
19.289	0.085288726
19.293	0.096817404
19.297	0.103169948
19.301	0.100934796
19.305	0.110581242
19.309	0.105287462
19.313	0.109522484
19.317	0.116816141
19.321	0.12399216
19.325	0.116698503
19.329	0.126462594
19.333	0.121992283
19.337	0.121639363
19.341	0.134109169
19.345	0.133050412
19.349	0.138108909
19.353	0.14552021
19.357	0.145167291
19.361	0.151284546
19.365	0.149049401
19.369	0.154931381
19.373	0.157872364
19.377	0.162577957
19.381	0.17328316
19.385	0.175400674
19.389	0.179518059
19.393	0.177518189
19.397	0.185635313
19.401	0.187752828
19.405	0.187988117
19.409	0.198458046
19.413	0.193752453
19.417	0.199869707
19.421	0.207633927
19.425	0.200810835
19.429	0.204222381
19.433	0.199634433
19.437	0.205986977
19.441	0.203634188
19.445	0.214104101
19.449	0.20857504
19.453	0.212221876
19.457	0.216692179
19.461	0.227162108
19.465	0.232573524
19.469	0.240925938
19.473	0.238808423
19.477	0.245396242
19.481	0.242337614
19.485	0.252454638
19.489	0.253983945
19.493	0.260218829
19.497	0.261865795
19.501	0.266571373
19.505	0.265042067
19.509	0.270335853
19.513	0.273982674
19.517	0.275747269
19.521	0.284570247
19.525	0.292569727
19.529	0.288922906
19.533	0.296334207
19.537	0.298922271
19.541	0.298334062
19.545	0.307392329
19.549	0.31092152
19.553	0.308451086
19.557	0.310686231
19.561	0.318215162
19.565	0.322450191
19.569	0.33068496
19.573	0.335978746
19.577	0.332214296
19.581	0.331037879
19.585	0.328567445
19.589	0.331273168
19.593	0.330802619
19.597	0.325155914
19.601	0.329390943
19.605	0.326920509
19.609	0.326449931
19.613	0.334802359
19.617	0.329038024
19.621	0.332214296
19.625	0.335978746
19.629	0.340566695
19.633	0.335743487
19.637	0.345860481
19.641	0.340213776
19.645	0.341272533
19.649	0.344801724
19.653	0.352330655
19.657	0.352095395
19.661	0.357036233
19.665	0.368682563
19.669	0.363976985
19.673	0.378329009
19.677	0.38174057
19.681	0.384328634
19.685	0.390328258
19.689	0.377270252
19.693	0.384328634
19.697	0.377152622
19.701	0.376211494
19.705	0.381387651
19.709	0.368447304
19.713	0.36985895
19.717	0.370211869
19.721	0.371270627
19.725	0.371741205
19.729	0.378329009
19.733	0.37374106
19.737	0.370211869
19.741	0.382564038
19.745	0.375270396
19.749	0.38162294
19.753	0.385975599
19.757	0.381505281
19.761	0.3818582
19.765	0.389151871
19.769	0.381505281
19.773	0.381975859
19.777	0.378799587
19.781	0.382093489
19.785	0.380564183
19.789	0.384446263
19.793	0.394680917
19.797	0.390445888
19.801	0.40150401
19.805	0.401739299
19.809	0.406209618
19.813	0.411150485
19.817	0.414209098
19.821	0.41326797
19.825	0.410679907
19.829	0.415620774
19.833	0.412915081
19.837	0.420561641
19.841	0.422326237
19.845	0.422561526
19.849	0.422326237
19.853	0.418797046
19.857	0.427620023
19.861	0.421385109
19.865	0.428561121
19.869	0.429972798
19.873	0.427267104
19.877	0.425384879
19.881	0.424326122
19.885	0.418208838
19.889	0.417738289
19.893	0.415856063
19.897	0.410797566
19.901	0.411150485
19.905	0.40950352
19.909	0.412209243
19.913	0.415267855
19.917	0.410562277
19.921	0.420208722
19.925	0.415856063
19.929	0.421855688
19.933	0.430561006
19.937	0.428208202
19.941	0.427031815
19.945	0.424796671
19.949	0.416797161
19.953	0.419032335
19.957	0.416561902
19.961	0.418326497
19.965	0.415973693
19.969	0.413738549
19.973	0.422679156
19.977	0.417855918
19.981	0.427384734
19.985	0.429737538
19.989	0.426443636
19.993	0.429502249
19.997	0.43314907
20.001	0.42503196
20.005	0.429737538
20.009	0.431855053
20.013	0.426796556
20.017	0.436325341
20.021	0.438795775
20.025	0.447265834
20.029	0.451147944
20.033	0.45267725
20.037	0.458323956
20.041	0.452089071
20.045	0.44855988
20.049	0.44491303
20.053	0.442324966
20.057	0.436678261
20.061	0.441854417
20.065	0.434796035
20.069	0.435501873
20.073	0.437501758
20.077	0.438678145
20.081	0.440442741
20.085	0.448089302
20.089	0.437266469
20.093	0.433972567
20.097	0.435972422
20.101	0.433384359
20.105	0.430208087
20.109	0.430561006
20.113	0.423855543
20.117	0.424679041
20.121	0.427972943
20.125	0.436090082
20.129	0.434796035
20.133	0.43303144
20.137	0.43314907
20.141	0.435854793
20.145	0.430678636
20.149	0.436443001
20.153	0.432678521
20.157	0.427620023
20.161	0.431384474
20.165	0.431384474
20.169	0.430913925
20.173	0.431972682
20.177	0.434325486
20.181	0.431149215
20.185	0.431149215
20.189	0.429384619
20.193	0.42891404
20.197	0.419620514
20.201	0.42114985
20.205	0.415385485
20.209	0.410091728
20.213	0.423620284
20.217	0.426090717
20.221	0.420914561
20.225	0.428325862
20.229	0.423267365
20.233	0.420561641
20.237	0.426443636
20.241	0.420208722
20.245	0.414091468
20.249	0.403268605
20.253	0.399386495
20.257	0.392563403
20.261	0.39373982
20.265	0.392563403
20.269	0.393033981
20.273	0.386563778
20.277	0.394916207
20.281	0.388798952
20.285	0.391975224
20.289	0.387151986
20.293	0.386328518
20.297	0.3818582
20.301	0.387857825
20.305	0.384328634
20.309	0.387151986
20.313	0.3818582
20.317	0.383034617
20.321	0.385975599
20.325	0.387387276
20.329	0.388446033
20.333	0.388328373
20.337	0.380093604
20.341	0.388093114
20.345	0.3818582
20.349	0.379270136
20.353	0.375976235
20.357	0.37797609
20.361	0.371741205
20.365	0.376564413
20.369	0.375270396
20.373	0.371388286
20.377	0.371505916
20.381	0.377270252
20.385	0.370211869
20.389	0.366682708
20.393	0.368447304
20.397	0.36209476
20.401	0.361506552
20.405	0.364094615
20.409	0.3619771
20.413	0.354918748
20.417	0.363388777
20.421	0.356330395
20.425	0.361506552
20.429	0.364800453
20.433	0.364918113
20.437	0.351860106
20.441	0.348213285
20.445	0.34256658
20.449	0.341037244
20.453	0.338684469
20.457	0.346801609
20.461	0.338213921
20.465	0.337272793
20.469	0.338802099
20.473	0.33844918
20.477	0.335508198
20.481	0.335861117
20.485	0.328449816
20.489	0.324685365
20.493	0.332684845
20.497	0.325391203
20.501	0.326332301
20.505	0.321391433
20.509	0.328449816
20.513	0.321744353
20.517	0.323626608
20.521	0.319509208
20.525	0.31480363
20.529	0.310098052
20.533	0.310568601
20.537	0.306333572
20.541	0.30292201
20.545	0.302804381
20.549	0.299745739
20.553	0.293863773
20.557	0.290569872
20.561	0.291510969
20.565	0.284687877
20.569	0.280217588
20.573	0.285158426
20.577	0.276923656
20.581	0.277864784
20.585	0.276923656
20.589	0.258571893
20.593	0.261042327
20.597	0.258807153
20.601	0.264453858
20.605	0.271982789
20.609	0.268453598
20.613	0.277629495
20.617	0.269277096
20.621	0.26363039
20.625	0.264100939
20.629	0.249513641
20.633	0.242925808
20.637	0.242455259
20.641	0.229867816
20.645	0.235514522
20.649	0.237984955
20.653	0.233161733
20.657	0.231985331
20.661	0.232926443
20.665	0.226926833
20.669	0.224809319
20.673	0.218103856
20.677	0.207633927
20.681	0.192693695
20.685	0.188458666
20.689	0.18116501
20.693	0.18304725
20.697	0.18304725
20.701	0.179753333
20.705	0.176929995
20.709	0.169871613
20.713	0.158695847
20.717	0.154343188
20.721	0.139873505
20.725	0.129521221
20.729	0.116816141
20.733	0.09364114
20.737	0.088347353
20.741	0.078700908
20.745	0.064584151
20.749	0.0629372
20.753	0.049526282
20.757	0.039056353
20.761	0.036585923
20.765	0.023410285
20.769	0.016116628
20.773	0
20.777	-0.006587819
20.781	-0.024821959
20.785	-0.028351149
20.789	-0.043056101
20.793	-0.058466893
20.797	-0.077289231
20.801	-0.089994311
20.805	-0.11128708
20.809	-0.122345202
20.813	-0.136226684
20.817	-0.14352034
20.821	-0.153872624
20.825	-0.159989879
20.829	-0.16740118
20.833	-0.172812596
20.837	-0.184223652
20.841	-0.187635198
