time_sec	pmask_cmH20
29.8532	4.261873722
29.8572	4.269686222
29.8612	4.254879951
29.8652	4.224077225
29.8692	4.227797508
29.8732	4.232559204
29.8772	4.212470531
29.8812	4.213363171
29.8852	4.220654488
29.8892	4.198854446
29.8932	4.199524403
29.8972	4.223854065
29.9012	4.221324444
29.9052	4.220356941
29.9092	4.241264343
29.9132	4.238213539
29.9172	4.234791279
29.9212	4.265445232
29.9252	4.277647018
29.9292	4.262618065
29.9332	4.273852825
29.9372	4.285087585
29.9412	4.274001598
29.9452	4.297289371
29.9492	4.321247101
29.9532	4.310756683
29.9572	4.311798096
29.9612	4.32972908
29.9652	4.324074745
29.9692	4.326232433
29.9732	4.357332706
29.9772	4.354579926
29.9812	4.342228889
29.9852	4.358225346
29.9892	4.356737614
29.9932	4.348404408
29.9972	4.366261005
30.0012	4.371692657
30.0052	4.349892616
30.0092	4.357183933
30.0132	4.371245861
30.0172	4.358895302
30.0212	4.363508224
30.0252	4.381141663
30.0292	4.362317562
30.0332	4.356142521
30.0372	4.371022701
30.0412	4.366856575
30.0452	4.357630253
30.0492	4.374445438
30.0532	4.370799541
30.0572	4.348478794
30.0612	4.358448982
30.0652	4.363136292
30.0692	4.341708183
30.0732	4.350190163
30.0772	4.355175018
30.0812	4.333449364
30.0852	4.338285446
30.0892	4.359044075
30.0932	4.344609737
30.0972	4.343270779
30.1012	4.360234737
30.1052	4.348106861
30.1092	4.334714413
30.1132	4.356142521
30.1172	4.356142521
30.1212	4.343791485
30.1252	4.359118462
30.1292	4.36127615
30.1332	4.343865871
30.1372	4.357927799
30.1412	4.370501995
30.1452	4.355100632
30.1492	4.356142521
30.1532	4.371618271
30.1572	4.353538036
30.1612	4.350190163
30.1652	4.369609356
30.1692	4.354133606
30.1732	4.337392807
30.1772	4.352124691
30.1812	4.34877634
30.1852	4.335607052
30.1892	4.351678371
30.1932	4.358300209
30.1972	4.331812382
30.2012	4.335978985
30.2052	4.344832897
30.2092	4.322437763
30.2132	4.327050686
30.2172	4.341038704
30.2212	4.323405266
30.2252	4.316039085
30.2292	4.331068516
30.2332	4.321545124
30.2372	4.31462574
30.2412	4.33754158
30.2452	4.335086346
30.2492	4.319461823
30.2532	4.334863186
30.2572	4.340740681
30.2612	4.326232433
30.2652	4.337020874
30.2692	4.345279694
30.2732	4.324149132
30.2772	4.320800781
30.2812	4.336053371
30.2852	4.322884083
