dp 	 flow0.002241 	 0.982780
-0.019916 	 0.982280
0.005726 	 0.984405
-0.033111 	 0.980655
-0.001245 	 0.976905
-0.016182 	 0.966654
0.021161 	 0.954404
-0.021410 	 0.956279
-0.014190 	 0.920653
-0.029128 	 0.604018
-0.026887 	 0.447514
-0.000249 	 0.556517
-0.009460 	 0.055002
0.002241 	 0.056752
-0.041824 	 0.056377
0.009460 	 0.055377
-0.040829 	 0.056377
-0.043567 	 0.057127
-0.040829 	 0.055627
-0.035601 	 0.055377
-0.031119 	 0.056002
-0.026140 	 0.056627
-0.050538 	 0.056502
-0.087383 	 0.055877
0.013195 	 0.110753
-0.017925 	 0.804025
0.011701 	 1.038032
-0.059998 	 1.356416
-0.017178 	 2.371447
0.021659 	 2.363322
0.076927 	 2.956090
0.042820 	 3.195473
0.111781 	 3.585734
0.168792 	 3.903369
0.237503 	 4.096000
0.372437 	 4.096000
0.515835 	 4.096000
0.686369 	 4.096000
0.680892 	 4.096000
0.621392 	 4.096000
0.624379 	 4.096000
0.771512 	 4.096000
0.826033 	 4.096000
0.843460 	 4.096000
0.928105 	 4.096000
1.044118 	 4.096000
1.073494 	 4.096000
0.993082 	 4.096000
0.914661 	 4.096000
0.731181 	 4.096000
0.593758 	 4.096000
0.459820 	 4.096000
0.308704 	 4.096000
0.191197 	 4.063124
0.172526 	 3.858243
0.087881 	 3.535108
-0.008962 	 2.141315
-0.024896 	 0.654145
0.001245 	 0.579768
-0.012448 	 0.071127
-0.067467 	 0.062627
-0.021659 	 0.054752
-0.021908 	 0.242007
-0.041824 	 0.180005
-0.021908 	 0.333510
0.038339 	 0.056127
-0.036845 	 0.057127
-0.066471 	 0.058002
-0.106055 	 0.059002
-0.121490 	 0.060252
-0.127465 	 0.060127
-0.176011 	 0.060377
-0.189704 	 0.060502
-0.237503 	 0.061252
-0.344305 	 0.061877
-0.261154 	 0.060877
-0.174269 	 0.060502
-0.173273 	 0.060252
-0.160327 	 0.060502
-0.126220 	 0.059627
-0.154850 	 0.060127
-0.208375 	 0.060252
-0.199911 	 0.060752
-0.158086 	 0.059502
-0.112279 	 0.058252
-0.028381 	 0.056502
0.002241 	 0.084628
0.035850 	 0.055502
-0.037094 	 0.056252
-0.018423 	 0.056627
-0.032364 	 0.056877
-0.023651 	 0.056627
-0.064977 	 0.056877
-0.033609 	 0.056752
-0.064479 	 0.058002
-0.069458 	 0.058377
-0.078172 	 0.059252
-0.030621 	 0.058752
-0.119001 	 0.059002
-0.088130 	 0.058252
-0.058255 	 0.058127
-0.036347 	 0.057752
-0.078670 	 0.057377
-0.051783 	 0.057002
-0.055019 	 0.057252
-0.069458 	 0.055502
0.003734 	 0.566642
0.005975 	 2.628580
0.060745 	 2.106439
0.008962 	 2.676582
0.061741 	 2.800960
0.093607 	 3.229724
0.056015 	 3.363353
0.048297 	 3.150721
0.000000 	 2.819336
-0.011452 	 3.193722
0.059998 	 3.210973
0.055019 	 3.195098
0.108544 	 3.269350
0.047301 	 3.283600
0.091864 	 2.904214
0.060745 	 3.291975
0.074438 	 3.665987
0.150867 	 3.697488
0.139913 	 3.532483
0.116511 	 3.470981
0.070454 	 3.559609
0.130701 	 3.710738
0.116511 	 3.604610
0.079915 	 3.254724
0.132693 	 3.800366
0.167049 	 3.921620
0.094852 	 3.761365
0.102321 	 3.703113
0.137921 	 3.963371
0.178003 	 4.057249
0.192442 	 4.096000
0.240242 	 4.096000
0.292522 	 4.096000
0.325633 	 4.096000
0.250200 	 4.096000
0.283062 	 4.096000
0.309451 	 4.096000
0.309700 	 4.096000
0.360736 	 4.096000
0.368951 	 4.096000
0.326878 	 4.096000
0.359989 	 4.096000
0.436916 	 4.096000
0.456335 	 4.096000
0.545710 	 4.096000
0.665955 	 4.096000
0.691348 	 4.096000
0.395092 	 4.096000
0.245470 	 4.096000
0.174518 	 3.986872
0.150120 	 3.874993
0.122486 	 3.686988
0.102072 	 3.321351
0.056513 	 3.235849
0.002490 	 0.784399
0.001494 	 0.523516
-0.001743 	 0.885277
0.005975 	 0.931653
0.006224 	 0.958154
0.018423 	 0.970905
-0.025891 	 0.975530
-0.026887 	 0.977280
-0.021908 	 0.978530
-0.032115 	 0.977655
0.001992 	 0.977655
0.014439 	 0.977905
-0.011452 	 0.972405
