dp 	 flow0.002241 	 0.982780
-0.008464 	 0.987155
-0.018423 	 0.978530
-0.016929 	 0.978780
-0.058255 	 0.977280
-0.035850 	 0.976655
0.004232 	 0.982780
-0.020663 	 0.932028
0.020912 	 0.766148
-0.051036 	 0.376887
-0.009211 	 0.202506
0.020414 	 0.054877
0.005726 	 0.056002
-0.038339 	 0.057252
-0.058007 	 0.059002
-0.115515 	 0.059627
-0.107051 	 0.059502
-0.054272 	 0.058127
-0.086885 	 0.058252
-0.078421 	 0.058752
-0.046555 	 0.058252
-0.067965 	 0.057752
-0.052032 	 0.058252
-0.115017 	 0.057877
-0.056264 	 0.057252
0.000249 	 3.242224
0.168543 	 4.080375
0.169538 	 3.969496
0.229537 	 4.096000
0.269618 	 4.096000
0.411025 	 4.096000
0.536996 	 4.096000
0.631101 	 4.096000
0.712012 	 4.096000
0.807112 	 4.096000
0.786698 	 4.096000
0.791926 	 4.096000
0.791926 	 4.096000
0.910678 	 4.096000
0.901715 	 4.096000
0.940303 	 4.096000
1.001297 	 4.096000
0.938063 	 4.096000
1.173574 	 4.096000
1.098639 	 4.096000
1.081461 	 4.096000
0.687365 	 4.096000
0.427207 	 4.096000
0.301236 	 4.096000
0.231528 	 4.065624
0.085392 	 3.082094
-0.049542 	 0.401137
0.009460 	 0.773149
-0.017676 	 0.910403
-0.023651 	 0.955154
-0.010456 	 0.969030
-0.044314 	 0.974530
0.035601 	 0.977280
-0.031617 	 0.978155
-0.046804 	 0.975405
-0.056762 	 0.979655
-0.027136 	 0.979155
0.007718 	 0.977030
-0.024149 	 0.976030
-0.004730 	 0.975655
-0.042820 	 0.976030
-0.039833 	 0.977155
0.033360 	 0.976155
0.030870 	 0.977030
0.024896 	 0.975530
-0.016431 	 0.971655
0.018174 	 0.966154
-0.040082 	 0.931028
-0.010456 	 0.785024
-0.020165 	 0.279134
-0.017427 	 0.056377
-0.054521 	 0.057502
-0.025891 	 0.057002
-0.025393 	 0.057752
-0.070205 	 0.058252
-0.036596 	 0.057877
0.051285 	 2.036812
0.120743 	 3.389603
0.047053 	 2.892463
0.077176 	 3.291725
0.127216 	 3.654737
0.131448 	 3.786116
0.097590 	 3.884369
0.211861 	 4.048749
0.250449 	 4.096000
0.344056 	 4.096000
0.326131 	 4.096000
0.305717 	 4.096000
0.329617 	 4.096000
0.330861 	 4.096000
0.324388 	 4.096000
0.380652 	 4.096000
0.327376 	 4.096000
0.316173 	 4.096000
0.356753 	 4.096000
0.342313 	 4.096000
0.360736 	 4.096000
0.374428 	 4.096000
0.390859 	 4.096000
0.291775 	 4.096000
0.334596 	 4.096000
0.313185 	 4.096000
0.254183 	 4.096000
0.189206 	 4.096000
0.228292 	 4.096000
0.341317 	 4.096000
0.234516 	 4.096000
0.255926 	 4.096000
0.215844 	 4.096000
0.175762 	 4.096000
0.208873 	 3.770740
0.079915 	 3.310351
0.033360 	 2.940965
0.039086 	 2.655081
0.044563 	 2.174691
0.037841 	 0.970405
0.007967 	 0.927778
-0.009211 	 0.938779
-0.011701 	 0.955279
-0.032364 	 0.968905
0.021908 	 0.972905
0.019418 	 0.974280
-0.039833 	 0.973780
-0.011701 	 0.974905
0.010456 	 0.976030
-0.000249 	 0.978780
-0.038090 	 0.978155
-0.034356 	 0.979905
-0.026389 	 0.979780
-0.004979 	 0.980030
-0.038837 	 0.981780
-0.000996 	 0.981155
0.014937 	 0.980530
0.011452 	 0.981155
0.003485 	 0.979905
-0.025393 	 0.978405
-0.015684 	 0.976655
-0.003734 	 0.977155
0.006722 	 0.977530
0.002739 	 0.977780
-0.010207 	 0.957029
0.001245 	 0.986405
-0.026887 	 0.971155
0.011203 	 0.981405
0.037094 	 0.981155
-0.040082 	 0.971155
-0.035601 	 0.987030
-0.006473 	 0.965154
-0.022904 	 0.971530
0.024647 	 0.978405
0.029626 	 0.980530
-0.022406 	 0.976405
0.032862 	 0.974030
-0.026638 	 0.980280
0.023153 	 0.981780
0.034605 	 0.981155
-0.030621 	 0.981780
0.035352 	 0.983655
-0.059500 	 0.978530
-0.038339 	 0.981155
-0.023651 	 0.981030
-0.003734 	 0.981530
-0.033609 	 0.981030
-0.016929 	 0.981280
0.034356 	 0.980405
0.047301 	 0.980530
-0.015933 	 0.981905
0.020663 	 0.980405
-0.018423 	 0.977655
0.011950 	 0.978280
-0.038090 	 0.979155
-0.011203 	 0.979030
-0.027883 	 0.978905
-0.021161 	 0.978905
0.009460 	 0.980280
0.003236 	 0.980030
-0.018174 	 0.980030
-0.051783 	 0.980405
-0.051285 	 0.980530
-0.016431 	 0.980155
-0.017676 	 0.979655
-0.019418 	 0.979905
-0.023153 	 0.979030
-0.016182 	 0.978905
-0.008713 	 0.979405
0.013444 	 0.978905
-0.009709 	 0.979155
0.031119 	 0.979405
0.008962 	 0.978780
-0.038339 	 0.978905
-0.018423 	 0.979530
-0.015435 	 0.978905
