1.948083333333333264e-02	6.964151021191872237e-01
3.764193333333333558e-02	8.774354176067017619e+00
5.362300000000000400e-02	1.620901444496183430e+01
8.952419999999999822e-02	2.273238995799602336e+01
1.641859999999999986e-01	4.129678400290964646e+01
5.386675238095237628e-01	9.527673138025340904e+01
4.474276666666666125e-01	8.401016902087307869e+01
3.650625862068965777e-01	7.591101782172441403e+01
2.670042999999999722e-01	6.154890069978455358e+01
1.791166578947368526e-01	4.507779263460339081e+01
2.205120624999999945e-01	5.282373900024721536e+01
